Angle,Energy,Re_sigma_xx,Im_sigma_xx
18,1710,0.0180949222330767,-3.6046055636251735
18,1720,0.010498736449694287,-6.836908665732179
18,1730,0.015863833430008138,-4.68707127140441
18,1740,0.014132342828793686,-2.507991205788936
18,1750,0.019841863279660022,-4.515665712712188
18,1760,0.025018518997517437,-5.89558384542437
18,1770,0.011539456337753606,-2.277938937075936
18,1780,0.012785478882867955,-4.144583849967835
18,1790,0.012463410435863484,-5.946161917133152
18,1800,0.015473943111023859,-4.570048016384899
18,1810,0.008142055072873772,-5.164432986269019
18,1820,0.013691496681846743,-4.455792542380902
18,1830,0.02597898822483059,-5.137433044566106
18,1840,0.01428202011599827,-4.341107360828352
18,1850,0.01869021351427006,-3.935168722576706
18,1860,0.017197218917128172,-3.348934923570133
18,1870,0.018293034567590353,-5.143283619768765
18,1880,0.017744955211062206,-3.652273130046601
18,1890,0.020974341569723273,-5.431110575984802
18,1900,0.014231996455868732,-5.157405733354282
18,1910,0.015813332009456692,-4.419507365289019
18,1920,0.02508363186538119,-5.97746667870913
18,1930,0.023125885799878485,-7.737088740785613
18,1940,0.014305464229863446,-3.734506515624141
18,1950,0.017574632952999807,-4.975503789630304
18,1960,0.018203035045373857,-5.026434220080477
18,1970,0.005555765277193934,-2.929644922650412
18,1980,0.010312638562498427,-5.350943070351239
18,1990,0.010414754889818734,-6.553860305855083
19,1300,0.013296602890325816,-2.2624425977609413
19,1310,0.013399167451422587,-1.989651456274536
19,1320,0.014266576611862267,-1.951086449753203
19,1330,0.010725560590504005,-2.8481704730561335
19,1340,0.013158451398665054,-2.5581607203418164
19,1350,0.012422388388921322,-2.786545750760658
19,1360,0.014525027859112156,-1.813286788007154
19,1370,0.016258346827699898,-2.848212159412525
19,1380,0.016600504202554024,-2.502274342191719
19,1390,0.012994911403083278,-2.808360421054988
19,1400,0.008121681317861304,-2.11897719645965
19,1410,0.006896798794748259,-2.067051015404747
19,1420,0.011413315996907354,-2.550234155209089
19,1430,0.014072581505843859,-1.4597206069621798
19,1440,0.01605566005807833,-2.7594021202721826
19,1450,0.01470635585337608,-3.350491455718539
19,1460,0.005931854835742394,-2.213871790416389
19,1470,0.008558077130819615,-2.4397287198826314
19,1480,0.018066818823855534,-3.7973314896302752
19,1490,0.011037293724384162,-1.8478438426928248
19,1500,0.008625872249432388,-2.527661174125148
19,1510,0.010848499226768556,-2.4706867568660873
19,1520,0.014804036099576,-3.3006559971750784
19,1530,0.016819365933363924,-3.7944981101159914
19,1540,0.00771665249455073,-3.9357009709200232
19,1550,0.013712693837910163,-3.544280385367189
19,1560,0.010990475947068075,-2.31569104891262
19,1570,0.008279694337340774,-2.6343501859712157
19,1580,0.015551006522469888,-3.4385133271679793
19,1590,0.009528114782082507,-3.684237424259287
19,1600,0.009489292978099544,-2.507507325179134
19,1610,0.01499501715345325,-2.0997887999498532
19,1620,0.015035028610642093,-5.302057542952558
19,1630,0.015564234166643388,-4.361341255409207
19,1640,0.013431962395885119,-2.186738843646392
19,1650,0.012456100906412521,-1.7362875783615161
19,1660,0.011744919103502026,-3.750158923014776
19,1670,0.004774701695806627,-4.265999932220139
19,1680,0.012433487032605639,-4.220609910058411
19,1690,0.00989169558757437,-3.092554208277549
19,1700,0.01651800282492001,-3.1538087102345203
19,1710,0.008788037035695249,-4.094985102402618
19,1720,0.014091829988566333,-2.5641502621376735
19,1730,0.015165916295566578,-4.447435597185584
19,1740,0.012290425873028601,-3.391226050026881
19,1750,0.015445493961876684,-2.9366252313304257
19,1760,0.0068842779488778386,-2.3969319815019903
19,1770,0.017763930761535714,-3.708725285646551
19,1780,0.011303371307250511,-3.3895711559237176
19,1790,0.009591704265373226,-6.52860554718501
19,1800,0.009972266817657442,-6.465478443472752
19,1810,0.016718445643080265,-4.8038766682929195
19,1820,0.017329506334706028,-3.217463815701383
19,1830,0.008598657300378834,-2.743262617260611
19,1840,0.009975848181093212,-2.5338661441536616
19,1850,0.010586616300160586,-4.539260689035474
19,1860,0.011919984301462048,-4.912357725904252
19,1870,0.0165129378708098,-4.351895331407633
19,1880,0.011814905401391495,-4.232400074220132
19,1890,0.011790851168945512,-4.156053510871563
19,1900,0.017203264107537912,-4.636979749127452
19,1910,0.017092066371449145,-3.1354758583828533
19,1920,0.01684003672350697,-3.763171956122736
19,1930,0.010646894249850988,-4.1042960689862396
19,1940,0.014006977201710277,-3.030513190749835
19,1950,0.015391002377507967,-5.41945237497111
19,1960,0.00831536047917911,-3.1747568763190874
19,1970,0.018675434459124177,-2.409196972792641
19,1980,0.008696961914614514,-2.112020916478309
19,1990,0.007367340723582447,-2.1132723409810787
